﻿﻿消防栓編號,單位名稱,種類,區鄉鎮市名稱,消防栓位置,經度,緯度,水公司單位名稱
20654,頭家厝分隊,地下,潭子區,大豐路一段172巷2號,120.691132,24.2115188,豐原給水廠
2312,頭家厝分隊,地下,潭子區,大豐路一段182號,120.6902862,24.21190212,豐原給水廠
2307,頭家厝分隊,地下,潭子區,大豐路一段1號前,120.6934404,24.20553922,豐原給水廠
2314,頭家厝分隊,地下,潭子區,大豐路一段240號前,120.6905369,24.21355089,豐原給水廠
2308,頭家厝分隊,地下,潭子區,大豐路一段26號（星光原墅內）,120.6948915,24.20840697,豐原給水廠
2315,頭家厝分隊,地下,潭子區,大豐路一段283號前,120.690659,24.21438506,豐原給水廠
2316,頭家厝分隊,地下,潭子區,大豐路一段308號前,120.6909031,24.21508468,豐原給水廠
2317,頭家厝分隊,地下,潭子區,大豐路一段326號對面,120.6910546,24.21564241,豐原給水廠
2310,頭家厝分隊,地下,潭子區,大豐路一段41.43號對面田邊,120.6923528,24.20953533,豐原給水廠
2309,頭家厝分隊,地下,潭子區,大豐路一段第三橋頭前60公尺,120.6936792,24.20791342,豐原給水廠
2320,頭家厝分隊,地下,潭子區,大豐路二段100巷口,120.6918633,24.21846773,豐原給水廠
2322,頭家厝分隊,地下,潭子區,大豐路二段122巷20弄2號,120.6932621,24.21927007,豐原給水廠
21570,頭家厝分隊,地下,潭子區,大豐路二段151巷2號,120.6914529,24.21933233,豐原給水廠
2321,頭家厝分隊,地下,潭子區,大豐路二段151巷口,120.6919639,24.21929453,豐原給水廠
2318,頭家厝分隊,地下,潭子區,大豐路二段1號（7-11前）,120.6912062,24.21600506,豐原給水廠
2319,頭家厝分隊,地下,潭子區,大豐路二段37號,120.6914704,24.21689852,豐原給水廠
2238,頭家厝分隊,地下,潭子區,中山路ㄧ段326巷口,120.7026377,24.19480645,豐原給水廠
2219,頭家厝分隊,地下,潭子區,中山路一段101巷口,120.7023709,24.19334215,豐原給水廠
2218,頭家厝分隊,地下,潭子區,中山路一段131號,120.7023937,24.19407614,豐原給水廠
2230,頭家厝分隊,地下,潭子區,中山路一段138號前,120.7026163,24.18996699,豐原給水廠
2222,頭家厝分隊,地下,潭子區,中山路一段15巷口,120.7024004,24.1895327,豐原給水廠
2233,頭家厝分隊,地下,潭子區,中山路一段184巷41號前,120.7032627,24.19190231,豐原給水廠
2231,頭家厝分隊,地下,潭子區,中山路一段184巷口,120.7025774,24.19122458,豐原給水廠
2215,頭家厝分隊,地下,潭子區,中山路一段185巷口,120.702452,24.19545908,豐原給水廠
2227,頭家厝分隊,地下,潭子區,中山路一段1巷13弄口（龍邦皇家）,120.701192,24.18706239,豐原給水廠
2228,頭家厝分隊,地下,潭子區,中山路一段1巷72號（開心100大樓）,120.7003509,24.18803987,豐原給水廠
2226,頭家厝分隊,地下,潭子區,中山路一段1巷口,120.7023534,24.18709699,豐原給水廠
21177,頭家厝分隊,地下,潭子區,"中山路一段203-1號 伯鑫不動產",120.7023263,24.1957737,豐原給水廠
2214,頭家厝分隊,地下,潭子區,中山路一段221號北側10公尺,120.7025492,24.19659265,豐原給水廠
2213,頭家厝分隊,地下,潭子區,中山路一段225巷口（加油站）,120.7026538,24.19721275,豐原給水廠
2232,頭家厝分隊,地下,潭子區,中山路一段258巷15號,120.703366,24.19260816,豐原給水廠
2234,頭家厝分隊,地下,潭子區,中山路一段258巷口,120.7025814,24.19259226,豐原給水廠
2212,頭家厝分隊,地下,潭子區,中山路一段261號（SUBARU）,120.702728,24.198183,豐原給水廠
21403,頭家厝分隊,地下,潭子區,中山路一段285-1號（LEXUS）,120.7029582,24.1995375,豐原給水廠
2237,頭家厝分隊,地下,潭子區,中山路一段290巷23弄口（車道前）,120.7033807,24.19336784,豐原給水廠
2235,頭家厝分隊,地下,潭子區,中山路一段290巷口,120.7025439,24.19336784,豐原給水廠
20731,頭家厝分隊,地下,潭子區,中山路一段2號,120.7026728,24.18708671,豐原給水廠
2239,頭家厝分隊,地下,潭子區,中山路一段362巷12號前,120.7031038,24.19564808,豐原給水廠
18231,頭家厝分隊,地下,潭子區,中山路一段362巷36弄10號,120.703612,24.19549,豐原給水廠
2240,頭家厝分隊,地下,潭子區,中山路一段386巷20號（頭張東路與鐵軌交叉口）,120.7039332,24.19441377,豐原給水廠
2242,頭家厝分隊,地下,潭子區,中山路一段386巷4弄2號（鐵軌旁）,120.7042095,24.19616186,豐原給水廠
2241,頭家厝分隊,地下,潭子區,中山路一段386巷7弄2號後（鐵軌旁）,120.7040861,24.19531289,豐原給水廠
2243,頭家厝分隊,地下,潭子區,"中山路一段400號前 （贓物倉庫前）",120.7027785,24.19692396,豐原給水廠
2244,頭家厝分隊,地下,潭子區,中山路一段428號前（三菱汽車前）,120.7030523,24.1984633,豐原給水廠
2245,頭家厝分隊,地下,潭子區,中山路一段478號（承億汽車）,120.7033102,24.1998877,豐原給水廠
2229,頭家厝分隊,地下,潭子區,中山路一段56號,120.7025559,24.18833626,豐原給水廠
2224,頭家厝分隊,地下,潭子區,中山路一段7巷18號（與榮興街交叉口）,120.7017379,24.18830201,豐原給水廠
21181,頭家厝分隊,地下,潭子區,中山路一段7巷41號,120.7009976,24.1883111,豐原給水廠
2223,頭家厝分隊,地下,潭子區,中山路一段7巷口,120.7023856,24.18826653,豐原給水廠
2220,頭家厝分隊,地下,潭子區,中山路一段與大通街口南側,120.7024004,24.19204299,豐原給水廠
2221,頭家厝分隊,地下,潭子區,中山路一段與中興路口（A-BAO）,120.7024111,24.19085881,豐原給水廠
21179,頭家厝分隊,地下,潭子區,中山路一段與中興路口（福倫藥局）,120.7023801,24.19081374,豐原給水廠
2217,頭家厝分隊,地下,潭子區,中山路一段與頭張路口（中華電信）,120.7024033,24.1944239,豐原給水廠
19933,頭家厝分隊,地下,潭子區,中山路二段108巷大新路口,120.7046522,24.20247172,豐原給水廠
2248,頭家厝分隊,地下,潭子區,中山路二段144號（東鼎二手家具前）,120.7044134,24.20402734,豐原給水廠
2211,頭家厝分隊,地下,潭子區,"中山路二段17號（面對福斯大門口 右邊已廢除 左邊有水",120.7036496,24.2018218,豐原給水廠
2249,頭家厝分隊,地下,潭子區,中山路二段222號（三洋磁磚公司前）,120.7048962,24.20576062,豐原給水廠
19519,頭家厝分隊,地下,潭子區,中山路二段22巷22號前人行道上（安馨月子餐前）,120.7045536,24.20101439,豐原給水廠
21482,頭家厝分隊,地下,潭子區,中山路二段22巷26號,120.7042402,24.20156705,豐原給水廠
2246,頭家厝分隊,地下,潭子區,中山路二段29號（古早味麵線對面）（鄉林天韻38號前面）,120.7038742,24.20197722,豐原給水廠
2209,頭家厝分隊,地下,潭子區,中山路二段31號（僑忠國小側門前）,120.7039118,24.2027138,豐原給水廠
2210,頭家厝分隊,地下,潭子區,中山路二段31號（僑忠國小體育館前）,120.7040298,24.20313459,豐原給水廠
2208,頭家厝分隊,地下,潭子區,中山路二段73巷139弄口,120.7002318,24.20392723,豐原給水廠
2207,頭家厝分隊,地下,潭子區,中山路二段73巷99號,120.7009667,24.20395659,豐原給水廠
2206,頭家厝分隊,地下,潭子區,中山路二段73巷口,120.7042122,24.2039468,豐原給水廠
2247,頭家厝分隊,地下,潭子區,中山路二段88號,120.7043356,24.2033301,豐原給水廠
2205,頭家厝分隊,地下,潭子區,中山路二段與圓通南路口（北上車道.平交道旁）,120.7051523,24.20711468,豐原給水廠
2459,頭家厝分隊,地下,潭子區,中興北路100.102號前,120.7045729,24.19294396,豐原給水廠
2460,頭家厝分隊,地下,潭子區,中興北路101號,120.7045542,24.19350608,豐原給水廠
2464,頭家厝分隊,地下,潭子區,中興北路133號前與頭張東路口,120.7045582,24.19442111,豐原給水廠
2463,頭家厝分隊,地下,潭子區,中興北路143號前,120.7045837,24.1947147,豐原給水廠
2462,頭家厝分隊,地下,潭子區,中興北路146號前,120.7046069,24.1940578,豐原給水廠
2457,頭家厝分隊,地下,潭子區,中興北路66號前,120.7045622,24.19175306,豐原給水廠
2458,頭家厝分隊,地下,潭子區,中興北路與大成街124巷口（守望相助隊對面左側）,120.7045099,24.19220569,豐原給水廠
2450,頭家厝分隊,地下,潭子區,中興路100號對面,120.7028241,24.19082578,豐原給水廠
21232,頭家厝分隊,地下,潭子區,中興路32巷36號,120.7050837,24.1913837,豐原給水廠
2453,頭家厝分隊,地下,潭子區,中興路32巷口,120.7049887,24.1907695,豐原給水廠
2451,頭家厝分隊,地下,潭子區,中興路88號對面,120.7031916,24.19080376,豐原給水廠
2452,頭家厝分隊,地下,潭子區,中興路與大成街口,120.7040281,24.1908012,豐原給水廠
16771,頭家厝分隊,地下,潭子區,台中市潭子區甘水路二段306-1號（銓鎰精密公司前）,120.6922911,24.20401878,豐原給水廠
19499,頭家厝分隊,地下,潭子區,民族路一段350號往北20M,120.6777857,24.2134966,豐原給水廠
2354,頭家厝分隊,地下,潭子區,民族路一段374巷8號前,120.6782967,24.21461989,豐原給水廠
2353,頭家厝分隊,地下,潭子區,民族路一段374巷口,120.6779802,24.21468839,豐原給水廠
2352,頭家厝分隊,地下,潭子區,民族路一段402號,120.6783557,24.21607294,豐原給水廠
2493,頭家厝分隊,地下,潭子區,合作街104號前,120.7070473,24.20440653,豐原給水廠
2491,頭家厝分隊,地下,潭子區,合作街38巷11弄47號,120.7076843,24.2045839,豐原給水廠
2490,頭家厝分隊,地下,潭子區,合作街38巷18號（家天下大樓入口）,120.708892,24.20423773,豐原給水廠
2489,頭家厝分隊,地下,潭子區,合作街38巷口,120.7088638,24.20388239,豐原給水廠
2492,頭家厝分隊,地下,潭子區,合作街59巷口,120.7083482,24.20398086,豐原給水廠
2426,頭家厝分隊,地下,潭子區,和平路129巷22弄口,120.697154,24.19858516,豐原給水廠
20033,頭家厝分隊,地下,潭子區,和平路129巷36號,120.6962238,24.19803681,豐原給水廠
2425,頭家厝分隊,地下,潭子區,和平路129巷口,120.6980082,24.1980139,豐原給水廠
2421,頭家厝分隊,地下,潭子區,和平路15號前,120.6979754,24.1952379,豐原給水廠
2427,頭家厝分隊,地下,潭子區,和平路211號（將軍廟）,120.7004249,24.19953074,豐原給水廠
2422,頭家厝分隊,地下,潭子區,和平路53號前（和平路、頭家路口）,120.6979814,24.19613372,豐原給水廠
2424,頭家厝分隊,地下,潭子區,和平路87巷7號前,120.6975321,24.19698757,豐原給水廠
2423,頭家厝分隊,地下,潭子區,和平路87巷口,120.6978688,24.19700592,豐原給水廠
2358,頭家厝分隊,地下,潭子區,昌平路三段150巷口,120.674374,24.20384019,豐原給水廠
21404,頭家厝分隊,地下,潭子區,昌平路三段168巷17號,120.6747713,24.20446386,豐原給水廠
21312,頭家厝分隊,地下,潭子區,昌平路三段201巷118弄118號,120.671359,24.20618216,豐原給水廠
2359,頭家厝分隊,地下,潭子區,昌平路三段201巷口北側10公尺,120.6739998,24.20462182,豐原給水廠
21085,頭家厝分隊,地下,潭子區,昌平路三段241巷56號,120.6721045,24.2059319,豐原給水廠
2356,頭家厝分隊,地下,潭子區,昌平路三段381號北側25公尺,120.6738603,24.20863142,豐原給水廠
21313,頭家厝分隊,地下,潭子區,昌平路三段492巷（三元宮廣場前近球場）,120.6779578,24.20729296,豐原給水廠
18232,頭家厝分隊,地下,潭子區,昌平路三段492巷2-12號,120.675317,24.208789,豐原給水廠
2355,頭家厝分隊,地下,潭子區,昌平路三段492巷內（三元宮後面十字路口）,120.6778648,24.20826447,豐原給水廠
2376,頭家厝分隊,地下,潭子區,昌平路三段98巷內天寶新村8號,120.6766391,24.20330809,豐原給水廠
21405,頭家厝分隊,地下,潭子區,昌平路三路492巷和昌平路三段交叉口,120.6740241,24.20882389,豐原給水廠
2445,頭家厝分隊,地下,潭子區,待刪除大通街與中山路一段口,120.7023762,24.19202953,豐原給水廠
2236,頭家厝分隊,地下,潭子區,待刪除中山路一段290巷28號前,120.7034062,24.19332503,豐原給水廠
2225,頭家厝分隊,地下,潭子區,待刪除中山路一段5-13號前,120.702403,24.18821515,豐原給水廠
2292,頭家厝分隊,地上,潭子區,崇德路五段105號前（合鑫檳榔）,120.6886728,24.21836622,豐原給水廠
2291,頭家厝分隊,地下,潭子區,崇德路五段135號前,120.6889471,24.21955932,豐原給水廠
2290,頭家厝分隊,地上,潭子區,崇德路五段138號（建豪汽車）,120.6891543,24.2194505,豐原給水廠
2293,頭家厝分隊,地下,潭子區,崇德路五段37號前,120.6882477,24.21678967,豐原給水廠
2288,頭家厝分隊,地上,潭子區,崇德路五段48號（北上車道、雅潭路以北第一個）,120.6885505,24.2166839,豐原給水廠
2289,頭家厝分隊,地上,潭子區,崇德路五段78號旁,120.6889692,24.21830629,豐原給水廠
2298,頭家厝分隊,地下,潭子區,崇德路四段105號（希匹家具）,120.6864882,24.20748164,豐原給水廠
2281,頭家厝分隊,地上,潭子區,崇德路四段10號（速必威汽車前,120.6868047,24.20607253,豐原給水廠
2296,頭家厝分隊,地上,潭子區,崇德路四段273號南側15公尺（永貿汽車前）,120.6866437,24.21135171,豐原給水廠
2295,頭家厝分隊,地下,潭子區,崇德路四段327-3號前南側（全國汽車）,120.6870541,24.21275831,豐原給水廠
2285,頭家厝分隊,地下,潭子區,崇德路四段328-1號（上禾汽車）,120.6872633,24.21258463,豐原給水廠
2294,頭家厝分隊,地上,潭子區,崇德路四段333號北側10公尺（上鴻汽車北向10M）,120.6874108,24.21397409,豐原給水廠
2299,頭家厝分隊,地上,潭子區,崇德路四段35號前南側6公尺,120.6864667,24.20600892,豐原給水廠
2286,頭家厝分隊,地下,潭子區,崇德路四段366號（松幘汽車）,120.6877139,24.21381753,豐原給水廠
2287,頭家厝分隊,地下,潭子區,崇德路四段488號（尚安汽車）,120.6881136,24.21514828,豐原給水廠
2282,頭家厝分隊,地上,潭子區,崇德路四段88-1號（益立汽車）,120.68681,24.20771404,豐原給水廠
2283,頭家厝分隊,地上,潭子區,崇德路四段90-1號（飛邊汽車北側20公尺）,120.6868261,24.2082449,豐原給水廠
2284,頭家厝分隊,地下,潭子區,崇德路四段與大豐一路口（中華汽車前）,120.6867671,24.21004417,豐原給水廠
2297,頭家厝分隊,地上,潭子區,崇德路四段與大豐一路口南向20公尺,120.6864721,24.20993286,豐原給水廠
19823,頭家厝分隊,地下,潭子區,得才街130號對面,120.6998724,24.1950123,豐原給水廠
2410,頭家厝分隊,地下,潭子區,得才街180號北側10公尺,120.6997919,24.19609091,豐原給水廠
17647,頭家厝分隊,地下,潭子區,得天南街15巷口,120.701106,24.192718,豐原給水廠
2418,頭家厝分隊,地上,潭子區,得天南街37巷55號,120.7000836,24.19329628,豐原給水廠
21294,頭家厝分隊,地下,潭子區,得天南街37巷口對面,120.7012237,24.19326721,豐原給水廠
2419,頭家厝分隊,地下,潭子區,得天南街39號,120.7011692,24.19332747,豐原給水廠
2420,頭家厝分隊,地下,潭子區,得天南街69號,120.7011773,24.19412874,豐原給水廠
2416,頭家厝分隊,地下,潭子區,得天街28號前（29號前）,120.701196,24.1951502,豐原給水廠
2415,頭家厝分隊,地下,潭子區,得天街35巷口,120.7011183,24.19567132,豐原給水廠
2414,頭家厝分隊,地下,潭子區,得天街69巷口,120.701192,24.1966108,豐原給水廠
2413,頭家厝分隊,地下,潭子區,得天街91巷62號,120.7002787,24.19706831,豐原給水廠
2407,頭家厝分隊,地下,潭子區,得福街130號,120.6965183,24.19484927,豐原給水廠
21261,頭家厝分隊,地下,潭子區,得福街162巷口,120.696475,24.19553226,豐原給水廠
2406,頭家厝分隊,地下,潭子區,得福街31號,120.6968093,24.19240142,豐原給水廠
21336,頭家厝分隊,地下,潭子區,第六公墓轉彎處,120.7154462,24.19461368,豐原給水廠
2481,頭家厝分隊,地下,潭子區,復興路一段140巷口,120.7066181,24.20528602,豐原給水廠
19517,頭家厝分隊,地下,潭子區,復興路一段1巷12號轉角人行道上（紀老師珠心算）,120.7059718,24.20091636,豐原給水廠
2483,頭家厝分隊,地下,潭子區,復興路一段201巷口,120.7066396,24.20607375,豐原給水廠
2484,頭家厝分隊,地下,潭子區,復興路一段202巷口,120.7067415,24.20603583,豐原給水廠
2485,頭家厝分隊,地下,潭子區,復興路一段202巷與圓通南路93巷口,120.7078815,24.20578997,豐原給水廠
2486,頭家厝分隊,地下,潭子區,復興路一段206號,120.706708,24.20614409,豐原給水廠
2476,頭家厝分隊,地下,潭子區,復興路一段36號前,120.7062312,24.20303776,豐原給水廠
2478,頭家厝分隊,地下,潭子區,復興路一段78號,120.7064215,24.2040786,豐原給水廠
2477,頭家厝分隊,地下,潭子區,復興路一段83巷口,120.7063231,24.20371297,豐原給水廠
2479,頭家厝分隊,地下,潭子區,復興路一段91號前（草原齋素食）,120.7063752,24.2041645,豐原給水廠
2480,頭家厝分隊,地下,潭子區,復興路一段與合作街口,120.7065001,24.20458634,豐原給水廠
2487,頭家厝分隊,地下,潭子區,復興路一段與圓通南路口南側,120.7068045,24.20702539,豐原給水廠
2278,頭家厝分隊,地上,潭子區,雅潭路二段105巷口東側北基加油站,120.6944261,24.21589681,豐原給水廠
2250,頭家厝分隊,地下,潭子區,雅潭路二段148號前,120.6944154,24.21605337,豐原給水廠
2252,頭家厝分隊,地下,潭子區,雅潭路二段152巷1-2號前,120.6940439,24.2166111,豐原給水廠
2251,頭家厝分隊,地下,潭子區,雅潭路二段152巷32弄24號前,120.6948043,24.21693889,豐原給水廠
2277,頭家厝分隊,地上,潭子區,雅潭路二段161號,120.6930971,24.21586746,豐原給水廠
2255,頭家厝分隊,地下,潭子區,雅潭路二段202巷24號前（四角）,120.6925339,24.2166747,豐原給水廠
2256,頭家厝分隊,地下,潭子區,雅潭路二段204號前,120.6926344,24.21603258,豐原給水廠
2276,頭家厝分隊,地上,潭子區,雅潭路二段227-2號（興農花市東側）,120.6914087,24.21583077,豐原給水廠
2257,頭家厝分隊,地下,潭子區,雅潭路二段292巷4號前（四角）,120.6903988,24.21630288,豐原給水廠
2258,頭家厝分隊,地上,潭子區,雅潭路二段292巷口,120.6902634,24.21601545,豐原給水廠
21644,頭家厝分隊,地下,潭子區,雅潭路二段2巷內100公尺,120.6977423,24.21797656,豐原給水廠
2275,頭家厝分隊,地上,潭子區,雅潭路二段302號對面,120.6892575,24.21585645,豐原給水廠
2274,頭家厝分隊,地上,潭子區,雅潭路二段353號（資源回收場）,120.6877702,24.21591638,豐原給水廠
2260,頭家厝分隊,地上,潭子區,雅潭路二段382號西側（農會倉庫）,120.6871346,24.21612186,豐原給水廠
2273,頭家厝分隊,地下,潭子區,雅潭路二段399巷128號對面,120.6858156,24.2137451,豐原給水廠
20445,頭家厝分隊,地下,潭子區,雅潭路二段399巷155號,120.6861319,24.2122493,豐原給水廠
19829,頭家厝分隊,地下,潭子區,雅潭路二段399巷81之6號前,120.6857267,24.2149266,豐原給水廠
2280,頭家厝分隊,地上,潭子區,雅潭路二段3號往西10公尺,120.6973753,24.2165149,豐原給水廠
2272,頭家厝分隊,地上,潭子區,雅潭路二段401號,120.6860456,24.21599711,豐原給水廠
2279,頭家厝分隊,地上,潭子區,雅潭路二段63號,120.6956398,24.21595063,豐原給水廠
2259,頭家厝分隊,地上,潭子區,雅潭路二段與崇德路五段口（雅潭路二段北側）,120.6885642,24.21611208,豐原給水廠
2264,頭家厝分隊,地下,潭子區,雅潭路三段116號前,120.6798604,24.21593595,豐原給水廠
2268,頭家厝分隊,地上,潭子區,雅潭路三段11-8號,120.6799825,24.21574515,豐原給水廠
2265,頭家厝分隊,地上,潭子區,雅潭路三段168號前,120.6786995,24.2158252,豐原給水廠
2271,頭家厝分隊,地上,潭子區,雅潭路三段1號,120.6844282,24.21614388,豐原給水廠
2262,頭家厝分隊,地上,潭子區,雅潭路三段28號前,120.6828296,24.21618546,豐原給水廠
2261,頭家厝分隊,地上,潭子區,雅潭路三段2號前（東寶國小大門）,120.6843585,24.21636037,豐原給水廠
2263,頭家厝分隊,地上,潭子區,雅潭路三段50號西側10公尺處,120.6814939,24.21606315,豐原給水廠
2266,頭家厝分隊,地下,潭子區,雅潭路三段71巷13號前,120.678471,24.2153293,豐原給水廠
2270,頭家厝分隊,地上,潭子區,雅潭路三段7號前,120.6829208,24.21595552,豐原給水廠
21410,頭家厝分隊,地上,潭子區,雅潭路三段9-9號,120.681066,24.21584301,豐原給水廠
20765,頭家厝分隊,地下,潭子區,"雅豐街136號前 （雅潭路二段190巷78弄口）",120.6938625,24.21930843,豐原給水廠
2253,頭家厝分隊,地下,潭子區,雅豐街35號前（雅潭路二段190巷35號前）,120.6932741,24.21761036,豐原給水廠
2254,頭家厝分隊,地下,潭子區,雅豐街77號前（雅潭路二段190巷57號前）,120.6934471,24.21817053,豐原給水廠
2495,頭家厝分隊,地下,潭子區,圓通南路115巷27號前,120.707282,24.20552576,豐原給水廠
2303,頭家厝分隊,地下,潭子區,圓通南路197巷口,120.7043302,24.20712691,豐原給水廠
2498,頭家厝分隊,地下,潭子區,圓通南路93巷36號前,120.7078975,24.2058866,豐原給水廠
19526,頭家厝分隊,地下,潭子區,新興路一段53巷21號（鎧將境環中）,120.7091033,24.1991126,豐原給水廠
20723,頭家厝分隊,地下,潭子區,新興路一段82巷內10公尺（境環中門口）,120.7104067,24.19938371,豐原給水廠
2449,頭家厝分隊,地下,潭子區,榮興街57巷25號斜對面,120.7009989,24.18893204,豐原給水廠
2448,頭家厝分隊,地下,潭子區,榮興街57巷口,120.7017325,24.18890023,豐原給水廠
2446,頭家厝分隊,地下,潭子區,榮興街81號（八方雲集）,120.7017405,24.18949111,豐原給水廠
2447,頭家厝分隊,地下,潭子區,榮興街與中興路口,120.7017687,24.19090835,豐原給水廠
2513,頭家厝分隊,地下,潭子區,福貴路108巷28號（潭興路二段63巷久禾達工業）,120.7129374,24.20336191,豐原給水廠
2507,頭家厝分隊,地下,潭子區,福貴路125號,120.7107782,24.20419859,豐原給水廠
2503,頭家厝分隊,地下,潭子區,福貴路176號,120.7111645,24.20553922,豐原給水廠
21580,頭家厝分隊,地下,潭子區,福貴路219號對面,120.7113109,24.20636019,豐原給水廠
2505,頭家厝分隊,地下,潭子區,福貴路21號,120.7099159,24.20147692,豐原給水廠
20529,頭家厝分隊,地下,潭子區,福貴路38巷8弄口,120.710371,24.2017567,豐原給水廠
18230,頭家厝分隊,地下,潭子區,福貴路56-1號,120.71036,24.201963,豐原給水廠
2506,頭家厝分隊,地下,潭子區,福貴路63號,120.7104979,24.20274052,豐原給水廠
18229,頭家厝分隊,地下,潭子區,福貴路7號對面,120.710058,24.201196,豐原給水廠
2504,頭家厝分隊,地下,潭子區,福潭路（新興路一段）與合作街口,120.7096142,24.20367505,豐原給水廠
2510,頭家厝分隊,地下,潭子區,福潭路143巷22號,120.7089926,24.20513067,豐原給水廠
2509,頭家厝分隊,地下,潭子區,福潭路178號,120.7097831,24.20482242,豐原給水廠
2508,頭家厝分隊,地下,潭子區,福潭路180巷17號,120.7104497,24.20474414,豐原給水廠
2475,頭家厝分隊,地下,潭子區,福潭路1號,120.7091839,24.20096676,豐原給水廠
2512,頭家厝分隊,地下,潭子區,福潭路262巷18號,120.7106522,24.20631594,豐原給水廠
2502,頭家厝分隊,地下,潭子區,福潭路68號（新興路一段228號前）,120.7095686,24.20278211,豐原給水廠
2473,頭家厝分隊,地下,潭子區,福潭路85巷38號前,120.7087022,24.20323714,豐原給水廠
21462,頭家厝分隊,地下,潭子區,福潭路85巷60號前路口,120.7110509,24.20162838,豐原給水廠
21716,頭家厝分隊,地下,潭子區,福潭路85巷60號前路口,120.706574,24.2021588,豐原給水廠
21304,頭家厝分隊,地下,潭子區,潭子區潭興路一段165巷350號對面往南10m,120.7176934,24.191676,豐原給水廠
2518,頭家厝分隊,地下,潭子區,潭興路一段113巷12號前,120.7204208,24.20372765,豐原給水廠
2515,頭家厝分隊,地下,潭子區,潭興路一段165巷11號北上30公尺,120.7177144,24.19313896,豐原給水廠
18063,頭家厝分隊,地下,潭子區,潭興路一段165巷320號（常春藤高中）對面,120.7179237,24.19470485,豐原給水廠
2516,頭家厝分隊,地下,潭子區,潭興路一段165巷6-1號前,120.7183635,24.20070845,豐原給水廠
2517,頭家厝分隊,地下,潭子區,潭興路一段165巷與豐興路一段1巷口,120.7177936,24.19112373,豐原給水廠
2514,頭家厝分隊,地下,潭子區,潭興路一段167號前,120.7186492,24.20408422,豐原給水廠
2528,頭家厝分隊,地下,潭子區,潭興路一段17巷11-6號前（健豐泡棉）,120.7257745,24.19887018,豐原給水廠
2529,頭家厝分隊,地下,潭子區,潭興路一段17巷12-29號（西班牙社區）,120.7288054,24.20126652,豐原給水廠
2532,頭家厝分隊,地下,潭子區,潭興路一段17巷13-151號（廟入口）,120.7306105,24.19800167,豐原給水廠
2530,頭家厝分隊,地下,潭子區,潭興路一段17巷13-51號前（牌樓下）,120.7279041,24.19827078,豐原給水廠
2531,頭家厝分隊,地下,潭子區,潭興路一段17巷13-97號,120.7288831,24.19876743,豐原給水廠
2533,頭家厝分隊,地下,潭子區,潭興路一段17巷14-47號前,120.7284567,24.19752581,豐原給水廠
17942,頭家厝分隊,地下,潭子區,潭興路一段17巷24號（慈濟公園附近）,120.726505,24.194563,豐原給水廠
2520,頭家厝分隊,地下,潭子區,潭興路一段17巷5號前,120.7265,24.20286651,豐原給水廠
2527,頭家厝分隊,地下,潭子區,潭興路一段17巷7號旁（健豐泡棉東邊50公尺處竹林）,120.7268071,24.19869403,豐原給水廠
2523,頭家厝分隊,地下,潭子區,潭興路一段24號前,120.7256041,24.20396129,豐原給水廠
2521,頭家厝分隊,地下,潭子區,潭興路一段4-6號十字路口（路牌下）,120.7266676,24.20544992,豐原給水廠
2522,頭家厝分隊,地下,潭子區,潭興路一段58號前,120.7243234,24.20395884,豐原給水廠
2519,頭家厝分隊,地下,潭子區,潭興路一段8號前,120.7265684,24.20368484,豐原給水廠
2540,頭家厝分隊,地下,潭子區,潭興路一段湳底巷2-1號前,120.7304831,24.20556246,豐原給水廠
2542,頭家厝分隊,地下,潭子區,潭興路一段湳底巷24號（三岔路）,120.7440645,24.20585664,豐原給水廠
2539,頭家厝分隊,地下,潭子區,潭興路一段湳底巷3號後側門前（國光生技）,120.729087,24.20424018,豐原給水廠
2541,頭家厝分隊,地下,潭子區,潭興路一段湳底巷4號（五湖園對面）,120.7342502,24.20716116,豐原給水廠
2543,頭家厝分隊,地下,潭子區,潭興路一段湳底巷與大坑交界處（大轉彎）,120.7483399,24.20770915,豐原給水廠
2526,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊12號前,120.7252179,24.19950811,豐原給水廠
2537,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊164、165號,120.7263002,24.20081882,豐原給水廠
2524,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊285號,120.725989,24.20175582,豐原給水廠
2525,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊64號旁十字路口,120.7255223,24.20094726,豐原給水廠
2534,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊東一巷口（16號前）,120.7268715,24.20004206,豐原給水廠
2538,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊東七巷6號斜對面,120.7275394,24.20164206,豐原給水廠
2535,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊東二巷37號前,120.7274798,24.20018505,豐原給水廠
18057,頭家厝分隊,地下,潭子區,潭興路一段興豐山莊東四巷31號,120.7277652,24.20084242,豐原給水廠
21647,頭家厝分隊,地下,潭子區,潭興路二段15號,120.714917,24.2047982,豐原給水廠
2302,頭家厝分隊,地下,潭子區,興華一路140號前,120.7031876,24.20657771,豐原給水廠
2300,頭家厝分隊,地下,潭子區,興華一路141巷35號對面,120.7020584,24.20667434,豐原給水廠
2301,頭家厝分隊,地下,潭子區,興華一路141巷74號前,120.701251,24.20668168,豐原給水廠
